"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","arr_delay_extra"
"dissatisfied","Loyal Customer",57,"Business travel","Eco",1019,1,1,5,5,1,1,1,1,3,3,4,2,4,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1859,2,0,2,4,5,2,5,5,3,5,4,4,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Personal Travel","Eco",1901,3,2,3,2,1,3,1,1,3,3,3,3,2,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",24,"Business travel","Eco",2907,3,3,3,2,1,3,1,1,3,2,5,5,4,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1505,2,0,2,4,2,2,5,2,2,4,3,5,5,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",66,"Personal Travel","Eco",2245,3,4,3,2,3,3,1,3,5,5,4,5,4,3,32,41,8.91936388875816
"dissatisfied","disloyal Customer",22,"Business travel","Eco",2232,2,2,2,3,5,2,5,5,4,4,3,2,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",23,"Business travel","Eco",1939,2,4,4,4,2,3,2,2,5,3,3,2,1,2,172,185,15.8804870702148
"dissatisfied","Loyal Customer",11,"Personal Travel","Eco",2000,3,5,5,3,3,5,3,3,5,4,4,3,5,3,0,1,0.242535732996651
"dissatisfied","Loyal Customer",38,"Business travel","Eco",1521,2,5,2,5,2,2,2,2,2,5,3,1,4,2,87,89,3.08266228147326
"dissatisfied","Loyal Customer",57,"Business travel","Eco",1629,1,0,0,4,3,1,3,3,4,4,4,4,4,3,1,9,7.2636866128642
"dissatisfied","Loyal Customer",53,"Personal Travel","Eco",1586,2,5,3,3,2,3,2,2,3,2,4,4,4,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",24,"Business travel","Eco",2093,2,2,2,4,3,2,3,3,1,1,4,3,4,3,2,1,-1.71516250726825
"dissatisfied","Loyal Customer",54,"Business travel","Eco",382,2,5,5,5,1,4,4,2,2,2,2,2,2,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",33,"Personal Travel","Eco",1951,4,1,4,4,1,4,1,1,4,2,3,1,4,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",13,"Business travel","Eco",2496,2,2,2,3,1,2,1,1,1,1,4,1,3,1,13,7,-6.48250282872523
"dissatisfied","disloyal Customer",23,"Business travel","Eco",2359,2,0,2,4,5,2,5,5,5,3,4,3,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",61,"Personal Travel","Eco",2951,3,0,3,4,3,3,1,3,1,5,3,4,3,3,107,82,-23.4943201211758
"dissatisfied","Loyal Customer",63,"Personal Travel","Eco",1868,2,1,2,4,3,2,2,3,2,2,3,1,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",2871,3,4,3,3,3,3,3,3,5,4,4,3,4,3,1,0,-1.7363133871358
"dissatisfied","Loyal Customer",67,"Personal Travel","Eco",2816,3,4,3,3,1,3,1,1,3,3,4,3,4,1,7,0,-7.60940810793052
"dissatisfied","Loyal Customer",41,"Business travel","Eco",1983,3,4,4,4,3,3,3,3,1,2,4,4,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",49,"Personal Travel","Eco",2648,3,4,3,3,4,3,4,4,1,5,2,1,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",23,"Business travel","Eco",2540,3,2,2,2,3,3,4,3,4,4,3,2,4,3,0,3,2.24253573299665
"dissatisfied","Loyal Customer",17,"Personal Travel","Eco",2587,2,4,2,1,3,2,3,3,4,5,5,5,5,3,80,85,5.93460612240043
"dissatisfied","Loyal Customer",69,"Personal Travel","Eco",285,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,11,-1.50365370859278
"dissatisfied","disloyal Customer",58,"Business travel","Eco",1552,2,0,2,1,4,2,4,4,2,5,1,4,4,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",17,"Business travel","Eco",1315,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",38,"Personal Travel","Eco",1655,3,5,3,3,3,3,2,3,4,5,5,4,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",60,"Personal Travel","Eco",2397,3,4,2,3,5,2,5,5,4,5,4,5,5,5,52,62,10.3423814861091
"dissatisfied","Loyal Customer",65,"Personal Travel","Eco",2265,4,5,4,1,3,4,3,3,5,3,5,5,5,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",65,"Personal Travel","Eco",2038,1,4,1,5,2,1,2,2,4,4,4,3,5,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",54,"Business travel","Eco",2210,2,1,1,4,2,1,2,2,4,5,3,3,4,2,0,19,18.2425357329967
"dissatisfied","disloyal Customer",8,"Business travel","Eco",1902,4,4,4,3,5,4,5,5,4,1,3,4,3,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Personal Travel","Eco",2223,3,2,3,1,3,3,4,3,3,1,2,4,3,4,175,159,-13.0560602901826
"dissatisfied","Loyal Customer",52,"Personal Travel","Eco",1357,2,5,2,4,1,2,1,1,3,5,5,4,5,1,8,7,-1.58825722806297
"dissatisfied","disloyal Customer",24,"Business travel","Eco",1217,2,2,2,4,3,2,3,3,4,5,4,2,4,3,20,6,-14.3344466696524
"dissatisfied","disloyal Customer",28,"Business travel","Eco",2671,2,2,2,3,1,2,1,1,5,2,5,3,3,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",33,"Personal Travel","Eco",1664,2,4,2,2,4,2,4,4,4,4,4,4,5,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",20,"Personal Travel","Eco",1852,4,4,4,3,4,4,4,4,4,2,4,4,4,4,120,127,8.78064131710232
"dissatisfied","disloyal Customer",23,"Business travel","Eco",2736,2,2,2,2,2,2,2,2,4,1,4,2,1,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",61,"Personal Travel","Eco",92,4,3,4,4,5,4,3,2,2,4,2,3,2,2,3,24,20.3059883725993
"dissatisfied","Loyal Customer",52,"Personal Travel","Eco",1562,2,5,3,5,1,3,1,1,3,3,1,1,3,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",58,"Business travel","Eco",355,1,4,4,4,4,2,2,1,1,1,1,3,1,1,0,18,17.2425357329967
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",1935,2,5,2,3,4,2,1,4,4,4,4,3,5,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",13,"Personal Travel","Eco",1262,1,4,4,5,1,4,1,1,3,4,4,4,5,1,15,18,2.55979893100986
"dissatisfied","Loyal Customer",19,"Business travel","Eco",989,2,3,3,3,2,2,4,2,1,4,4,3,3,2,112,110,-0.388565721838052
"dissatisfied","disloyal Customer",20,"Business travel","Eco",1820,2,2,2,4,4,2,4,4,1,1,3,3,3,4,0,16,15.2425357329967
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1883,2,5,2,2,2,2,2,2,4,4,3,5,5,2,26,55,28.7924586095529
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1592,1,0,1,3,4,1,2,4,5,3,1,4,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",19,"Personal Travel","Eco",2097,3,5,3,5,3,3,2,3,4,4,4,3,4,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",21,"Business travel","Eco",2128,1,2,2,4,4,2,4,4,4,4,4,4,4,4,32,26,-6.08063611124184
"dissatisfied","Loyal Customer",47,"Personal Travel","Eco",1787,1,4,0,2,5,0,5,5,4,2,4,3,4,5,0,3,2.24253573299665
"dissatisfied","disloyal Customer",26,"Business travel","Eco",2871,3,4,4,3,4,4,4,4,1,1,2,5,1,4,2,13,10.2848374927317
"dissatisfied","disloyal Customer",42,"Business travel","Eco",2297,1,2,2,3,2,2,2,2,3,2,4,4,4,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",37,"Business travel","Eco",2808,1,0,0,3,0,5,5,2,1,3,4,5,1,5,151,131,-17.5636814070037
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",2382,1,3,1,2,4,1,4,4,2,2,2,4,2,4,0,23,22.2425357329967
"dissatisfied","disloyal Customer",26,"Business travel","Eco",1735,2,1,1,4,5,1,5,5,4,3,4,3,4,5,0,28,27.2425357329967
"dissatisfied","disloyal Customer",41,"Business travel","Eco",2370,3,3,3,1,4,3,4,4,2,2,2,2,2,4,22,36,13.7078550900827
"dissatisfied","Loyal Customer",41,"Business travel","Eco",1612,2,3,3,3,3,2,3,3,3,5,3,4,3,3,18,21,2.6232515706125
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",2459,4,5,4,4,2,4,2,2,4,4,1,3,4,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Personal Travel","Eco",1946,2,5,5,2,5,5,5,5,3,4,5,3,4,5,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",36,"Business travel","Eco",2169,2,5,2,3,2,1,1,1,1,3,1,1,2,1,171,185,16.8593361903473
"dissatisfied","Loyal Customer",14,"Personal Travel","Eco",2016,3,5,3,2,4,3,4,4,3,1,1,5,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",56,"Personal Travel","Eco",1914,2,4,2,3,1,2,1,1,5,3,5,3,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",56,"Personal Travel","Eco",1223,2,3,0,4,5,0,5,5,1,5,2,4,5,5,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",17,"Business travel","Eco",1905,2,1,2,4,1,2,1,1,3,4,4,3,3,1,51,63,12.3212306062416
"dissatisfied","Loyal Customer",62,"Business travel","Eco",526,4,3,3,3,4,2,3,4,4,4,4,3,4,3,15,23,7.55979893100986
"dissatisfied","disloyal Customer",13,"Business travel","Eco",2438,3,3,3,3,2,3,2,2,1,1,3,1,4,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Business travel","Eco",2143,3,1,1,1,3,3,3,3,2,3,3,3,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",67,"Personal Travel","Eco",2194,2,4,2,4,2,2,2,2,5,4,5,3,4,2,0,4,3.24253573299665
"dissatisfied","disloyal Customer",25,"Business travel","Eco",2489,1,1,1,4,3,1,1,3,1,5,4,1,3,3,23,50,26.7290059699502
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1751,1,0,1,3,5,1,5,5,2,1,1,5,3,5,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",62,"Business travel","Eco",2623,4,4,4,2,3,4,3,3,4,4,1,2,3,3,18,29,10.6232515706125
"dissatisfied","disloyal Customer",18,"Business travel","Eco",1599,1,2,1,4,4,1,3,4,1,3,3,4,3,4,34,44,9.96166564849326
"dissatisfied","Loyal Customer",32,"Personal Travel","Eco",3930,1,3,0,1,4,0,4,4,2,5,4,2,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",59,"Personal Travel","Eco",1799,1,4,1,1,3,1,3,3,1,4,3,1,4,3,81,81,0.955757002267971
"dissatisfied","Loyal Customer",47,"Personal Travel","Eco",88,4,5,4,4,3,5,4,2,2,4,5,3,2,5,0,3,2.24253573299665
"dissatisfied","Loyal Customer",37,"Personal Travel","Eco",2230,2,5,2,4,3,2,3,3,3,4,5,3,5,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",33,"Personal Travel","Eco",3933,3,4,3,4,3,4,4,5,2,5,5,4,5,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",20,"Business travel","Eco",1308,3,2,3,4,3,3,3,3,4,1,3,4,3,3,9,7,-2.56710634819542
"dissatisfied","disloyal Customer",24,"Business travel","Eco",1472,1,0,1,4,4,1,4,4,3,4,4,5,4,4,10,1,-9.54595546832788
"dissatisfied","Loyal Customer",24,"Personal Travel","Eco",2948,2,1,2,4,2,2,1,2,3,1,3,3,3,2,51,31,-19.6787693937584
"dissatisfied","Loyal Customer",50,"Business travel","Eco",2634,3,5,5,5,3,3,3,3,4,2,1,4,2,3,1,2,0.263686612864197
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",1607,2,5,2,3,3,2,3,3,1,3,5,3,4,3,4,0,-4.67286074753316
"dissatisfied","Loyal Customer",66,"Personal Travel","Eco",1636,3,2,2,3,2,2,1,2,3,4,4,2,4,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1523,2,5,2,4,3,2,2,3,5,2,5,3,5,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",66,"Personal Travel","Eco",2795,4,5,4,4,4,4,4,4,4,2,4,3,4,4,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",26,"Business travel","Eco",1449,2,0,2,5,2,2,2,2,1,3,3,1,1,2,6,5,-1.63055898779807
"dissatisfied","disloyal Customer",39,"Business travel","Eco",1846,1,4,1,4,4,1,4,4,2,1,4,4,3,4,42,34,-7.86912731256637
"dissatisfied","disloyal Customer",38,"Business travel","Eco",2036,4,3,4,2,3,4,1,3,4,3,2,2,3,3,20,33,12.6655533303476
"dissatisfied","Loyal Customer",56,"Business travel","Eco",1292,1,4,4,4,1,1,1,1,4,2,4,1,3,1,1,0,-1.7363133871358
"dissatisfied","disloyal Customer",25,"Business travel","Eco",2556,3,3,3,1,3,3,3,4,2,5,2,3,2,3,5,0,-5.65170986766561
"dissatisfied","Loyal Customer",46,"Business travel","Eco",446,4,5,3,5,4,3,3,4,4,4,4,2,4,3,0,3,2.24253573299665
"dissatisfied","Loyal Customer",39,"Personal Travel","Eco",3178,3,4,3,3,3,3,3,3,2,1,3,2,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",19,"Personal Travel","Eco",2080,2,2,2,3,1,2,1,1,3,2,3,2,3,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",19,"Personal Travel","Eco",1946,4,5,4,3,1,4,1,1,4,5,5,4,4,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",28,"Business travel","Eco",4050,4,4,4,3,1,4,1,1,1,5,4,3,3,1,0,9,8.24253573299665
"dissatisfied","Loyal Customer",24,"Business travel","Eco",2393,3,4,4,4,3,3,1,3,4,2,3,2,3,3,0,7,6.24253573299665
"dissatisfied","Loyal Customer",42,"Personal Travel","Eco",1535,3,5,3,1,3,3,3,3,5,5,4,3,5,3,19,18,-1.35559754951995
"dissatisfied","Loyal Customer",32,"Personal Travel","Eco",1627,3,5,3,5,3,3,3,3,3,4,4,4,4,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",43,"Business travel","Eco",1890,2,2,2,4,2,2,2,2,2,2,4,4,4,2,63,106,43.5750411646521
"dissatisfied","Loyal Customer",39,"Personal Travel","Eco",1422,2,3,2,3,3,2,3,3,3,3,3,3,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",13,"Personal Travel","Eco",3681,3,4,3,3,3,3,3,3,1,3,4,3,3,3,2,0,-2.71516250726825
"dissatisfied","Loyal Customer",41,"Personal Travel","Eco",2471,1,1,1,1,5,1,5,5,2,1,2,3,2,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Eco",2293,1,3,3,3,1,1,1,1,3,4,3,3,3,1,6,11,4.36944101220193
"dissatisfied","Loyal Customer",9,"Business travel","Eco",1767,1,4,4,4,1,1,2,1,1,2,4,4,3,1,0,20,19.2425357329967
"dissatisfied","Loyal Customer",7,"Personal Travel","Eco",1412,4,5,4,4,3,4,3,3,4,3,5,3,5,3,1,4,2.2636866128642
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco",586,4,5,5,4,4,4,5,3,3,5,5,4,3,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",34,"Personal Travel","Eco",1762,3,3,3,2,1,3,1,1,3,2,3,2,2,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",55,"Business travel","Eco",1619,1,1,3,1,1,1,1,1,2,4,3,1,3,1,41,36,-4.89027819243391
"dissatisfied","Loyal Customer",62,"Business travel","Eco",435,3,2,2,2,1,4,3,3,3,3,3,4,3,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1895,3,3,3,1,4,3,4,4,3,4,4,3,4,4,6,3,-3.63055898779806
"dissatisfied","Loyal Customer",62,"Business travel","Eco",1111,4,5,5,5,2,1,2,4,4,4,4,3,4,3,14,0,-14.4613519488577
"dissatisfied","Loyal Customer",25,"Personal Travel","Eco",2751,2,4,2,2,1,2,1,1,5,4,3,3,4,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1994,2,3,3,3,1,3,1,1,5,4,4,2,1,1,54,37,-16.6153167541558
"dissatisfied","Loyal Customer",17,"Personal Travel","Eco",1345,3,5,3,5,4,3,4,4,4,4,4,5,4,4,58,49,-8.53071323468562
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1839,2,2,2,2,2,2,2,2,3,3,3,3,3,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Personal Travel","Eco",2200,4,4,4,1,5,4,5,5,5,3,5,3,5,5,6,10,3.36944101220194
"dissatisfied","Loyal Customer",80,"Business travel","Eco",613,2,5,3,5,4,4,4,2,2,2,2,4,2,3,83,46,-36.0019412379969
"dissatisfied","Loyal Customer",36,"Business travel","Eco",2621,2,4,4,4,2,2,2,2,2,1,4,4,4,2,4,2,-2.67286074753316
"dissatisfied","Loyal Customer",23,"Personal Travel","Eco",1968,2,2,2,3,4,2,4,4,3,5,3,3,2,4,22,16,-6.29214490991731
"dissatisfied","Loyal Customer",63,"Personal Travel","Eco",1839,3,4,3,1,5,3,5,5,4,2,4,4,4,5,12,30,17.4963462914072
"dissatisfied","Loyal Customer",69,"Personal Travel","Eco",1308,2,4,2,4,5,2,5,5,4,3,3,3,3,5,2,0,-2.71516250726825
"dissatisfied","Loyal Customer",16,"Personal Travel","Eco",2155,3,4,3,4,2,3,2,2,5,5,4,4,4,2,2,4,1.28483749273175
"dissatisfied","disloyal Customer",24,"Business travel","Eco",2057,3,3,3,4,1,3,1,1,4,3,2,4,3,1,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",43,"Business travel","Eco",2257,4,0,4,1,4,4,4,4,2,2,2,4,5,4,0,4,3.24253573299665
"dissatisfied","disloyal Customer",36,"Business travel","Eco",1529,3,2,2,3,5,2,1,5,1,5,3,2,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",30,"Personal Travel","Eco",1553,3,5,3,5,2,3,2,2,1,5,4,4,3,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",8,"Personal Travel","Eco",2957,3,1,3,2,5,3,5,5,2,5,2,2,1,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",37,"Personal Travel","Eco",1796,4,5,4,1,1,4,1,1,1,5,1,1,1,1,48,58,10.2577779666389
"dissatisfied","disloyal Customer",16,"Business travel","Eco",1633,1,1,1,4,1,1,1,1,3,3,3,2,4,1,43,27,-15.8479764326988
"dissatisfied","disloyal Customer",27,"Business travel","Eco",2166,2,2,2,1,4,2,1,4,5,4,5,2,2,4,10,2,-8.54595546832788
"dissatisfied","Loyal Customer",34,"Personal Travel","Eco",1230,2,5,2,2,3,2,3,3,3,5,5,5,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",48,"Business travel","Eco",1952,2,2,3,2,2,2,2,2,2,5,3,4,3,2,12,8,-4.50365370859278
"dissatisfied","disloyal Customer",18,"Business travel","Eco",2420,4,4,4,3,1,4,1,1,1,2,4,1,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",54,"Personal Travel","Eco",1855,2,2,2,3,1,2,1,1,3,3,3,3,3,1,100,102,3.35762371975137
"dissatisfied","Loyal Customer",54,"Personal Travel","Eco Plus",1970,1,3,1,2,3,1,5,3,2,3,5,1,2,3,34,41,6.96166564849326
"dissatisfied","Loyal Customer",10,"Personal Travel","Eco Plus",1653,2,5,2,2,4,2,3,4,5,5,5,5,4,4,0,4,3.24253573299665
"dissatisfied","Loyal Customer",34,"Business travel","Eco Plus",1843,4,4,4,4,4,4,4,4,1,1,4,1,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",49,"Business travel","Eco Plus",111,2,2,2,2,5,4,4,2,2,2,2,1,2,4,7,12,4.39059189206948
"dissatisfied","Loyal Customer",50,"Business travel","Eco Plus",1646,2,3,3,3,2,3,3,2,2,2,2,3,2,1,6,18,11.3694410122019
"dissatisfied","disloyal Customer",37,"Business travel","Eco Plus",2409,3,3,3,1,4,3,2,4,4,1,1,2,2,4,8,11,2.41174277193703
"dissatisfied","disloyal Customer",44,"Business travel","Eco Plus",2149,1,1,1,4,3,1,3,3,3,2,3,1,4,3,21,11,-10.3132957897849
"dissatisfied","Loyal Customer",8,"Business travel","Eco Plus",2656,4,5,5,5,4,1,4,2,2,3,3,4,2,4,244,259,19.4033504206782
"dissatisfied","Loyal Customer",32,"Business travel","Eco Plus",1984,3,3,5,3,3,2,3,3,1,2,3,1,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",27,"Business travel","Eco Plus",2387,1,3,4,3,1,1,1,1,1,3,4,3,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",51,"Personal Travel","Eco Plus",1938,3,4,3,1,1,3,1,1,3,3,4,3,5,1,1,11,9.2636866128642
"dissatisfied","Loyal Customer",62,"Personal Travel","Eco Plus",1527,1,2,1,4,3,1,3,3,1,3,4,2,4,3,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",25,"Business travel","Eco Plus",1900,2,4,2,1,4,2,5,4,3,1,2,4,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",57,"Business travel","Eco Plus",247,3,4,4,4,5,4,3,3,3,3,3,3,3,3,81,85,4.95575700226797
"dissatisfied","Loyal Customer",50,"Business travel","Eco Plus",3089,3,3,3,3,3,3,3,3,1,2,4,1,3,3,10,0,-10.5459554683279
"dissatisfied","disloyal Customer",27,"Business travel","Eco Plus",3801,2,2,2,3,5,2,5,5,4,5,2,1,2,5,1,0,-1.7363133871358
"dissatisfied","Loyal Customer",65,"Personal Travel","Eco Plus",1341,4,4,4,5,5,3,5,4,4,4,4,3,4,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",41,"Personal Travel","Eco Plus",1509,3,4,3,4,5,3,4,5,5,5,5,3,5,5,0,1,0.242535732996651
"dissatisfied","Loyal Customer",19,"Personal Travel","Eco Plus",1879,4,5,4,3,1,4,1,1,4,2,4,4,4,1,0,2,1.24253573299665
"dissatisfied","Loyal Customer",29,"Personal Travel","Eco Plus",1981,3,4,3,3,2,3,2,2,5,3,5,5,5,2,0,0,-0.757464267003349
"dissatisfied","disloyal Customer",29,"Business travel","Eco Plus",3637,3,3,3,2,1,3,1,1,3,5,5,5,3,1,35,22,-13.0171834716392
"dissatisfied","Loyal Customer",40,"Personal Travel","Eco Plus",1739,4,5,4,2,4,4,4,4,4,4,4,3,4,4,42,54,12.1308726874336
"dissatisfied","Loyal Customer",37,"Personal Travel","Eco Plus",1207,3,4,3,3,1,3,1,1,1,4,4,4,2,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",25,"Business travel","Eco Plus",1952,2,4,4,4,2,2,2,2,1,3,4,1,4,2,0,2,1.24253573299665
"dissatisfied","Loyal Customer",54,"Business travel","Eco Plus",1765,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,10,9.24253573299665
"dissatisfied","Loyal Customer",39,"Personal Travel","Eco Plus",1647,3,5,3,3,4,3,4,4,3,2,4,5,5,4,36,40,4.00396740822835
"dissatisfied","Loyal Customer",58,"Personal Travel","Eco Plus",1868,1,5,2,2,2,2,2,2,3,5,4,5,4,2,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",44,"Business travel","Eco Plus",2273,1,5,5,5,1,1,1,1,2,4,2,4,1,1,0,8,7.24253573299665
"dissatisfied","Loyal Customer",17,"Business travel","Eco Plus",1704,2,3,3,3,2,2,4,2,4,1,3,4,4,2,0,2,1.24253573299665
"dissatisfied","Loyal Customer",55,"Personal Travel","Eco Plus",1932,2,5,2,4,4,2,4,4,5,4,4,5,5,4,35,24,-11.0171834716392
"dissatisfied","Loyal Customer",50,"Personal Travel","Eco Plus",2125,2,5,2,1,5,2,5,5,5,3,5,5,5,5,3,0,-3.69401162740071
"dissatisfied","Loyal Customer",29,"Business travel","Eco Plus",1431,1,5,5,5,1,2,1,1,2,5,4,1,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",22,"Personal Travel","Eco Plus",1734,2,4,2,4,5,2,5,5,5,5,4,5,4,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",70,"Personal Travel","Eco Plus",2083,3,4,3,2,2,3,2,2,5,5,5,4,4,2,29,16,-13.1440887508445
"dissatisfied","Loyal Customer",47,"Business travel","Eco Plus",1111,3,4,4,4,4,3,4,4,2,5,3,1,4,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",69,"Personal Travel","Eco Plus",2520,1,3,1,2,4,1,5,4,1,1,2,4,2,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",60,"Business travel","Eco Plus",358,1,5,5,5,2,3,3,2,2,1,2,3,2,3,2,12,9.28483749273174
"dissatisfied","disloyal Customer",37,"Business travel","Eco Plus",2616,1,1,1,2,5,1,5,5,5,5,3,4,3,5,9,3,-6.56710634819542
"dissatisfied","Loyal Customer",31,"Personal Travel","Eco Plus",1096,1,0,1,3,4,1,4,4,5,3,5,4,4,4,101,97,-2.62122540038109
"dissatisfied","disloyal Customer",37,"Business travel","Eco Plus",1345,4,4,4,2,5,4,5,5,4,5,1,3,2,5,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",32,"Personal Travel","Eco Plus",2251,2,5,2,4,1,2,1,1,3,4,5,5,4,1,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Personal Travel","Eco Plus",1700,3,5,3,4,4,3,4,4,4,5,4,3,5,4,0,3,2.24253573299665
"dissatisfied","Loyal Customer",52,"Personal Travel","Eco Plus",609,4,5,4,2,2,5,5,4,4,4,4,3,4,3,50,82,32.300079726374
"dissatisfied","disloyal Customer",36,"Business travel","Eco Plus",2149,3,3,3,3,1,3,1,1,4,1,2,4,3,1,15,10,-5.44020106899014
"dissatisfied","Loyal Customer",15,"Personal Travel","Eco Plus",1774,3,5,3,2,4,3,4,4,3,1,4,4,5,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",26,"Business travel","Eco Plus",2274,3,3,2,3,3,3,3,3,3,3,3,4,3,3,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",39,"Business travel","Eco Plus",1636,2,5,5,5,2,2,2,2,1,3,4,1,3,2,36,38,2.00396740822835
"dissatisfied","Loyal Customer",49,"Personal Travel","Eco Plus",1187,4,3,4,4,2,3,3,1,1,4,1,2,1,2,49,38,-10.7210711534935
"dissatisfied","Loyal Customer",56,"Business travel","Eco Plus",387,2,4,5,5,4,4,3,3,3,2,3,4,3,4,0,0,-0.757464267003349
"dissatisfied","Loyal Customer",31,"Business travel","Business",2955,2,1,3,1,2,2,2,2,2,3,2,4,3,2,40,77,37.0885709276985
"dissatisfied","Loyal Customer",33,"Business travel","Business",2999,2,3,3,3,2,2,2,2,1,2,4,3,4,2,3,19,15.3059883725993
"dissatisfied","Loyal Customer",49,"Business travel","Business",2258,2,2,2,2,2,2,2,2,4,2,3,2,3,2,138,128,-7.83864284528184
